epoch,corr_crowd_mxnet,loss,mean_squared_error,val_corr_crowd_mxnet,val_loss,val_mean_squared_error
0,0.7994826312642545,0.3481324085732922,0.004047179952976876,0.8015478011220694,0.34500838816165924,0.0040103264909703285
1,0.8203720946330577,0.3168517967569642,0.0036854173049505334,0.8117872588336468,0.3305110251531005,0.0038885962421773
2,0.8258569003082812,0.3083334040711634,0.0035549662688936223,0.8132710047066212,0.3273593485355377,0.003787188994465396
3,0.8304537220392376,0.30113214248558506,0.0034642411883396562,0.810149697586894,0.3340322570875287,0.003892037013429217
4,0.8337390667293221,0.2961599488626234,0.0033797850883274805,0.8165195863693953,0.32308269664645195,0.003771106443309691
5,0.8366631499957293,0.29180321900639683,0.003340510571433697,0.8254875503480434,0.3088236730545759,0.0036331066221464425
6,0.8394056560937315,0.2874856603448279,0.00329112108101981,0.82052868232131,0.3170423451811075,0.0036928111876477487
7,0.840176658006385,0.2859750429051928,0.0032464637588418555,0.8141806777566671,0.3281840980052948,0.003863068181090057
8,0.8438669890165329,0.28057096485281363,0.003210086982107896,0.8289560377597809,0.3039739723317325,0.003510794063913636
9,0.8435038174502552,0.2808074291679077,0.003200187657967035,0.8248385284096003,0.3108326969668269,0.003603309829486534
10,0.8448418353218585,0.2787284533842467,0.003164675553307461,0.8261008802801371,0.30892273131757975,0.003637733061623294
11,0.8464905300643295,0.27587967459112406,0.0031446851735381642,0.8240068946033716,0.31131342938169837,0.0036206997829140164
12,0.8474148036912084,0.2748165928060189,0.003122079261629551,0.8258408159017563,0.309057405218482,0.0035672337689902633
13,0.8487849896773696,0.2724553120788187,0.0031007380594019196,0.8256837707012892,0.3088296097703278,0.0035926605196436867
14,0.8491190513595939,0.2718040832551196,0.003090262581281422,0.8267772626131773,0.307140801101923,0.003596953261876479
15,0.8497125534340739,0.2708348786109127,0.0030794037411396857,0.8267126940190792,0.3062476716004312,0.0035827607280225493
16,0.8508836522232741,0.2690538421156816,0.0030712344159837812,0.8237145934253931,0.311274042353034,0.0036993599933339283
17,0.8516510063782334,0.26760310388635844,0.0030467734295598348,0.8303937651216984,0.3013735096901655,0.003603102835768368
18,0.8525846146512777,0.26622494228649884,0.0030330937133840052,0.8338132500648499,0.29719650326296687,0.003530980466166511
19,0.8534715501591563,0.2648743473109789,0.0030279849015641958,0.8283910769969225,0.3046113848686218,0.00354533417703351
20,0.8538912246003747,0.2641284625278786,0.003016884778844542,0.8364574313163757,0.292136843316257,0.003400825589778833
21,0.85330482525751,0.2647710937890224,0.0030139996251818957,0.830241285264492,0.30178773077204823,0.0035963213958893903
22,0.8556955375242978,0.26121197786414996,0.003004538731147477,0.8294670823961496,0.304900614079088,0.003597037728468422
23,0.8552713664248586,0.2621083265985362,0.0030137781300254574,0.8270689360797405,0.3062159428372979,0.003644892873126082
24,0.8556353049352765,0.2613814875949174,0.003000376755153411,0.8311788346618414,0.3003485267981887,0.003539005178026855
25,0.8566068059299141,0.25969260692363605,0.0029861136708859704,0.8188487775623798,0.3197042215615511,0.003944443087675609
26,0.8569512376561761,0.25918329623527825,0.0029709268783335574,0.8344257213175297,0.2955769766122103,0.0035228274573455565
27,0.8579657222144306,0.25756576732965186,0.0029643670304722036,0.8333626184612513,0.2968137259595096,0.0036013896024087444
28,0.8577298005111516,0.25774791406001896,0.002964314535347512,0.8322364091873169,0.29887911723926663,0.003537834098096937
29,0.8589997077360749,0.25561054376885295,0.002948020641269977,0.8343235440552235,0.2940324633382261,0.0034715638830675744
30,0.859773910138756,0.2545643416233361,0.0029542584725277266,0.8313384652137756,0.3012353884987533,0.003648694895673543
31,0.8594008998479694,0.25502187124220654,0.002936667060112086,0.8316463381052017,0.3012366583570838,0.0035861987125827
32,0.8603708094451576,0.2535151016782038,0.002935549365247425,0.8312885295599699,0.3011071439832449,0.003747686932911165
33,0.8609839123673737,0.2526129236212,0.002919500013376819,0.824854202568531,0.3113290574401617,0.0036336489720270038
34,0.861871553119272,0.25104225130053237,0.0029166204467401258,0.8374274261295795,0.2909297696314752,0.0035927211720263585
35,0.8613264011219144,0.2519379263394512,0.0029258995746204164,0.8286113254725933,0.30470763612538576,0.0035908165446016937
36,0.8618225511163473,0.25098192098084837,0.002920539203842054,0.8348561692982912,0.29514681873843074,0.0035566450969781727
37,0.8626453781034797,0.24967595108319074,0.002913469876148156,0.8345837630331516,0.2946064812131226,0.0034572055155877024
38,0.8631655701901764,0.24899749632459134,0.0029063483789286693,0.8287247903645039,0.3058340884745121,0.003758496546652168
39,0.8633192616980523,0.24871476943371817,0.0028952570028195623,0.832879988476634,0.2970678098499775,0.003644195727247279
40,0.8639727814588696,0.24765010189730674,0.0028985821395508538,0.8280204888433218,0.30537411756813526,0.003601429700211156
41,0.8619626453146338,0.2508061088155955,0.0029094649626131286,0.8381703719496727,0.28911812836304307,0.003362330338859465
42,0.8644161869306117,0.24711174162803218,0.002889612614580983,0.8319655209779739,0.2989064361900091,0.003657767010736279
43,0.8640857464633882,0.24750402505742386,0.0029008529786551662,0.8340774886310101,0.2955241543240845,0.003520972990372684
44,0.8645678982138634,0.24671925214352086,0.0028867272103525465,0.8290486931800842,0.30302874790504575,0.0036426108781597577
45,0.8656357426661998,0.24507687421282753,0.0028847441953985253,0.7903526779264212,0.36395037919282913,0.004696008865721524
46,0.8645368814468384,0.24671125912573189,0.0028772831105925434,0.8329327926039696,0.29835805390030146,0.0035617963221739046
47,0.8660937102977186,0.24404145154403523,0.0028760240052179142,0.8258422557264566,0.31079307897016406,0.0038197615212993696
48,0.8654657541774213,0.24502258794382215,0.0028714710142594413,0.8326066415756941,0.2984629310667515,0.0037188633214100264
49,0.8663369806017727,0.24378418689593673,0.00286915220794981,0.8319264221936464,0.30011226888746023,0.003702636095113121
50,0.8664909147191793,0.2434461060911417,0.0028618639398700907,0.8342605605721474,0.29545976873487234,0.0037115753802936524
51,0.8675481374375522,0.24190189829096198,0.0028522997490654234,0.8373049385845661,0.29213793529197574,0.0036734233726747334
52,0.8671923116780818,0.24215070623904467,0.002854258047591429,0.8330838792026043,0.29747081780806184,0.003598110648454167
53,0.8666942655108869,0.24322189984377474,0.00285671659912623,0.8390604872256517,0.28807729855179787,0.003555704577593133
54,0.8678205758333206,0.2410363345989026,0.0028472947187765385,0.8381875287741423,0.2892523924820125,0.0033726588080753572
55,0.8672571931965649,0.24216258764499798,0.002843307578132226,0.8295859917998314,0.3037444264627993,0.0039213838972500525
56,0.8679752480238676,0.24083126400364563,0.0028415623792170663,0.8379821311682463,0.28993568755686283,0.0036428131934371777
57,0.868469100445509,0.2401790281292051,0.0028259137625354924,0.8416811265051365,0.283300613053143,0.0033486172105767764
58,0.8674315146636218,0.24197651934809983,0.002833488185387978,0.8274754490703344,0.3078441661782563,0.0036770972292288207
59,0.8692547373939306,0.23913739755516872,0.002823838753556629,0.8351806867867708,0.29330251924693584,0.0036483857256826013
60,0.8685463634319603,0.2400279080029577,0.00282355018225644,0.831689840182662,0.298490091226995,0.0035067592398263514
61,0.8697710873093456,0.23798707110108808,0.0028182570563330955,0.8360571581870317,0.2917675827629864,0.0034763844596454874
62,0.8702473922166973,0.23724291956750676,0.002820400864493422,0.838330453261733,0.2897755936719477,0.0036895158191327937
63,0.8690049559809268,0.23919400403974578,0.00281423574551809,0.83760080114007,0.29090347653254867,0.0037120349952601828
64,0.8702387793455273,0.23729306808672845,0.0028199898806633428,0.8337199781090021,0.29761495627462864,0.0038227573459153064
65,0.8697596134152263,0.2382475211052224,0.0028233903476575506,0.8387234527617693,0.28727870201691985,0.0035498403012752533
66,0.8705947892740369,0.23652291554026306,0.002809034750043793,0.8354703709483147,0.29474692046642303,0.0037726336595369503
67,0.8705374251585454,0.23692699486855417,0.002828961947670905,0.8312642388045788,0.3014248008839786,0.0035898286441806704
68,0.8689306026790291,0.2395724526140839,0.0028102816427235666,0.8281882721930742,0.30694164242595434,0.0037737700185971335
69,0.871029713191092,0.23580713325645775,0.0027998038285659277,0.834048468619585,0.2963847075589001,0.0038079080695752054
70,0.8714482048526406,0.23527074157027528,0.0028095411753383814,0.83674106746912,0.29217131715267897,0.0037555724047706462
71,0.8714538500644267,0.23528764065122232,0.0028051746367054875,0.8320419937372208,0.2982714707031846,0.003777354024350643
72,0.8718083880376071,0.2345544853596948,0.002788956251606578,0.8434989135712385,0.2804911630228162,0.0034087513922713697
73,0.8717180453240871,0.2346029382897541,0.0027948383062721405,0.844099011272192,0.2790218284353614,0.003365066528203897
74,0.873132144799456,0.23246944340644404,0.002801108344556269,0.8376222737133503,0.290105814114213,0.003570022563508246
75,0.8728765698615462,0.2329463266651146,0.002802259834425058,0.8221410252153873,0.3141774325631559,0.0038868144401931204
